,Page_No.,Type_of_property,Place,Property_Name,Price_in_lakhs,Min_Area(sft),Max_Area(sft),Posted_Date,Posted_By,BHK,Baths
1215,49,Independent House,Sriram Nagar,Kacham Pearl,310.0,5000 ,5000 ,,Owner,3 ,2 
1216,49,Residential land / Plot,Ghatkesar,Sai Sandeep Vasavi Valley,97.0,4869 ,4869 ,,Owner,0,0
1217,49,Independent House,Subhash Nagar,,132.0,1800 ,1800 ,,Owner,2 ,2 
1218,49,Residential Apartment,Nallagandla,Vaibhav Signature,51.0,1086 ,1086 ,,Owner,2 ,2 
1219,49,Independent House,Sanath Nagar,Uday Nagar Colony,120.0,833 ,833 ,,Owner,2 ,2 
1220,49,Residential Apartment,Madhapur,Raasi Aspire,90.0,1240 ,1240 ,,Owner,2 ,2 
1221,49,Residential Apartment,Lalapet,Janapriya Heavens,32.0,750 ,750 ,,Owner,2 ,2 
1222,49,Independent House,brigadier theograj colony,,650.0,4500 ,4500 ,,Owner,9 ,9 
1223,49,Residential Apartment,Kompally,Vision Cascade Greens,91.0,1660 ,1660 ,,Owner,3 ,3 
1224,49,Residential land / Plot,Chevella,,11.1,1998 ,1998 ,,Owner,0,0
1225,50,Residential Apartment,Manikonda,Padma Nivas,48.0,1150 ,1150 ,,Owner,2 ,2 
1226,50,Residential Apartment,"Ganesh Nagar, chintal",Yashasri anuradha residency,21.0,250 ,250 ,,Owner,1 ,0
1227,50,Independent House,Shaheen Nagar,,22.5,900 ,900 ,,Owner,3 ,0
1228,50,Residential land / Plot,Kundanpally,,40.0,1800 ,1800 ,,Owner,0,0
1229,50,Residential Apartment,Serlingampally,Continental Aveena Homes,0.0,1500 ,1500 ,,Owner,3 ,3 
1230,50,Residential land / Plot,Hayat nagar,,34.0,1485 ,1485 ,,Owner,0,0
1231,50,Residential Apartment,Kailash Nagar,Ndr Estate,21.0,545 ,545 ,,Owner,1 ,0
1232,50,Residential Apartment,Old Alwal,honeyy sreenivasam,52.0,950 ,950 ,,Owner,2 ,2 
1233,50,,Bachupally,Sunny Avenue Apartments,99.5,3200 ,3200 ,,Owner,4 ,4 
1234,50,Residential land / Plot,Bibinagar,,30.0,2250 ,2250 ,,Owner,0,0
1235,50,Residential Apartment,Beeramguda,Dream Homes Silver,36.0,1056 ,1056 ,,Owner,2 ,2 
1236,50,Residential Apartment,Bandlaguda,Vashnavi Oasis,73.0,1225 ,1225 ,,Owner,2 ,2 
1237,50,Residential Apartment,Bandari Layout,Mamatha Annex,62.0,1120 ,1120 ,,Owner,2 ,2 
1238,50,Residential land / Plot,Batasingaram Village,,155.0,16335 ,16335 ,,Owner,0,0
1239,50,Residential Apartment,Kakatiyanagar,Kakatiya Appartments,65.0,975 ,975 ,,Owner,2 ,2 
1240,50,Independent House,Katedhan,independent house,85.0,1100 ,1100 ,,Owner,5 ,5 
1241,50,Residential Apartment,Krishna Nagar Colony,Prem Nivas Apartment,62.0,1170 ,1170 ,,Owner,3 ,2 
1242,50,Independent House,Attapur Ring Road,,215.0,1800 ,1800 ,,Owner,4 ,2 
1243,50,Residential land / Plot,Gowlidoddy,,65.0,1080 ,1080 ,,Owner,0,0
1244,50,Residential Apartment,Lingampally,Balaji Nest,57.0,1250 ,1250 ,,Owner,2 ,2 
1245,50,Residential Apartment,Kaithalapur,Comfort Homes 1,70.0,1130 ,1130 ,,Owner,2 ,2 
1246,50,Independent House,Kushaiguda,,260.0,2250 ,2250 ,,Owner,1 ,4 
1247,50,Residential land / Plot,Vikarabad,,18.72,2808 ,2808 ,,Owner,0,0
1248,50,Independent House,Mallampet Bachupally,,175.0,2259 ,2259 ,,Owner,3 ,3 
1249,50,Residential land / Plot,Yadagirigutta,,22.05,1323 ,1323 ,,Owner,0,0
1250,51,Residential land / Plot,Vattepally,,24.0,900 ,900 ,,Owner,0,0
1251,51,Residential land / Plot,Ghatpally,,20.0,1800 ,1800 ,,Owner,0,0
1252,51,Residential land / Plot,Nampally,,13.2,2043 ,2043 ,,Owner,0,0
1253,51,Residential Apartment,Gajulramaram,sri sai sadhan apartments,55.0,1000 ,1000 ,,Owner,2 ,2 
1254,51,Residential Apartment,Aurora Colony,Hallmark Residency,175.0,2400 ,2400 ,,Owner,3 ,4 
1255,51,Residential Apartment,Khajaguda,Carlton Creek,145.0,1685 ,1685 ,,Owner,3 ,3 
1256,51,Independent House,New Aghapura,,0.0,1800 ,1800 ,,Owner,8 ,6 
1257,51,Residential land / Plot,Ranga Reddy,,60.0,400 ,400 ,,Owner,0,0
1258,51,Residential land / Plot,Peerzadiguda,,80.0,2241 ,2241 ,,Owner,0,0
1259,51,Independent House,Cherlapally,,60.0,900 ,900 ,,Owner,3 ,3 
1260,51,Residential land / Plot,Kothur,,38.22,4914 ,4914 ,,Owner,0,0
1261,51,Independent House,chandrayangutta,,60.0,1800 ,1800 ,,Owner,2 ,0
1262,51,Independent House,Malkajgiri,,110.0,900 ,900 ,,Owner,6 ,6 
1263,51,Residential land / Plot,Ranga Reddy,,20.5,1674 ,1674 ,,Owner,0,0
1264,51,Residential land / Plot,Kundanpally,,32.0,1080 ,1080 ,,Owner,0,0
1265,51,Residential land / Plot,Shad nagar,,15.68,1485 ,1485 ,,Owner,0,0
1266,51,Residential land / Plot,Shad nagar,,15.0,2223 ,2223 ,,Owner,0,0
1267,51,,East Marredpally,,90.0,1337 ,1337 ,,Owner,3 ,2 
1268,51,Residential land / Plot,Isnapur,,70.8,1065 ,1065 ,,Owner,0,0
1269,51,,"Tolkatha, Moinabad",Tolkatha,150.0,12618 ,12618 ,,Owner,3 ,4 
1270,51,Residential Apartment,Kismathpur,Giridhari Homes Ishta,42.0,700 ,700 ,,Owner,2 ,2 
1271,51,Independent House,Rhoda Mistri Nagar,,26.0,540 ,540 ,,Owner,1 ,0
1272,51,Residential Apartment,"vani nagar,Malkajgiri","sri srinivasa Apartments, malkjajgiri ",30.0,1000 ,1000 ,,Owner,2 ,2 
1273,51,Residential land / Plot,Shad nagar,,18.0,1980 ,1980 ,,Owner,0,0
1274,51,,Nallagandla,,92.0,1574 ,1574 ,,Owner,3 ,3 
1275,52,Residential Apartment,bhanoor,patancheru ,60.0,1600 ,1600 ,,Owner,3 ,2 
1276,52,Residential Apartment,Kompally,varsha construction,60.0,1017 ,1017 ,,Owner,2 ,2 
1277,52,Residential land / Plot,Shankarpally,,0.0,871200 ,871200 ,,Owner,0,0
1278,52,,Rajeev Nagar,,65.0,1289 ,1289 ,,Owner,3 ,2 
1279,52,Residential Apartment,Lingampally,concrete cornet,86.0,1900 ,1900 ,,Owner,3 ,3 
1280,52,Residential land / Plot,Ameenpur,,120.0,1800 ,1800 ,,Owner,0,0
1281,52,Residential Apartment,Swarnadhama Nagar,RR Towers,55.0,1206 ,1206 ,,Owner,2 ,2 
1282,52,Residential Apartment,Suraram,shri shiva ambika nilyam,50.0,1000 ,1000 ,,Owner,2 ,2 
1283,52,Independent House,Saroor Nagar Near Ramalayam Chowdi,,75.0,990 ,990 ,,Owner,2 ,2 
1284,52,Residential Apartment,Gachibowli,Phoenix Golfedge Residences,0.0,1100 ,1100 ,,Owner,2 ,2 
1285,52,Residential Apartment,Lalitha Nagar,suguna apartment ,35.0,850 ,850 ,,Owner,2 ,2 
1286,52,Residential Apartment,Kondapur,Fortune Kumkum,150.0,1895 ,1895 ,,Owner,3 ,3 
1287,52,Residential Apartment,Chandragiri Colony,Rockview Apartments,38.0,1050 ,1050 ,,Owner,2 ,2 
1288,52,Residential Apartment,3rd Phase KPHB,Manjeera Majestic Homes,80.0,1199 ,1199 ,,Owner,2 ,2 
1289,52,Residential land / Plot,Shamshabad,,45.6,1368 ,1368 ,,Owner,0,0
1290,52,Independent House,Miyapur,,155.0,1550 ,1550 ,,Owner,1 ,0
1291,52,Residential Apartment,Narsingi,Ideal Blooms,79.5,1609 ,1609 ,,Owner,3 ,3 
1292,52,Residential land / Plot,Shad nagar,,20.0,1530 ,1530 ,,Owner,0,0
1293,52,Independent House,Vaishnavi Enclave society,Vaishnavi enclave kushaiguda Hyderabad 500062,175.0,192 ,192 ,,Owner,3 ,3 
1294,52,,Bandari Layout,,52.0,1362 ,1362 ,,Owner,3 ,3 
1295,52,Independent House,Bandlaguda,,150.0,900 ,900 ,,Owner,7 ,7 
1296,52,Residential Apartment,Brahmanwadi,Shreemukh Kontham Towers,120.0,1771 ,1771 ,,Owner,3 ,3 
1297,52,Independent House,Patelguda,,70.0,80 ,80 ,,Owner,3 ,3 
1298,52,Residential Apartment,Rajendra Nagar,Provident Kenworth,74.0,1000 ,1000 ,,Owner,2 ,2 
1299,52,Residential Apartment,Bahadurpally,Sanjanas Interlaken,47.0,965 ,965 ,,Owner,2 ,2 
1300,53,Residential Apartment,Pragathi Nagar,Merlion Galaxy,63.74,1275 ,1275 ,,Owner,2 ,2 
1301,53,Residential Apartment,South Kamala Nagar,NSR Manikonda Heights,34.0,1398 ,1398 ,,Owner,2 ,2 
1302,53,Residential Apartment,Mallampet,Suhas and BVM Enclave ,50.75,1450 ,1450 ,,Owner,3 ,3 
1303,53,Residential Apartment,Kompally,suhas and Bharathi enclave kompally,61.6,1600 ,1600 ,,Owner,3 ,3 
1304,53,Residential land / Plot,Kismathpur,,135.0,300 ,300 ,,Owner,0,0
1305,53,Residential Apartment,Kistareddypet,Bhargavi Nilayam,40.0,1050 ,1050 ,,Owner,2 ,2 
1306,53,Residential Apartment,Bachupally,BBD Allure Lakhsmi Enclave,64.0,1275 ,1275 ,,Owner,2 ,2 
1307,53,,akberbagh malakpet,,0.0,2565 ,2565 ,,Owner,5 ,5 
1308,53,Independent House,Shad nagar,,0.0,2970 ,2970 ,,Owner,0 ,2 
1309,53,Independent House,BHEL,,255.0,1800 ,1800 ,,Owner,4 ,3 
1310,53,Independent House,Vanasthalipuram,,320.0,2400 ,2400 ,,Owner,6 ,6 
1311,53,Independent House,Ameenpur,,135.0,139 ,139 ,,Owner,4 ,5 
1312,53,Residential Apartment,Pocharam,APHB Singapore Township,50.0,1400 ,1400 ,,Owner,3 ,3 
1313,53,Residential Apartment,Somajiguda,Nivee Cosmopolitan,175.0,2025 ,2025 ,,Owner,3 ,3 
1314,53,Residential land / Plot,Miyapur,,350.0,76230 ,76230 ,,Owner,0,0
1315,53,Residential Apartment,Sri Aurobindo Colony,Jayabharath residency,56.0,1005 ,1005 ,,Owner,2 ,2 
1316,53,Residential Apartment,chandrayangutta,PLATINUM RESIDENCY,55.0,1250 ,1250 ,,Owner,3 ,2 
1317,53,Residential Apartment,"Kompally - Bolarum Road , Secunderabad",SAHASRA AVENUE,57.57,1050 ,1050 ,,Owner,3 ,2 
1318,53,Residential Apartment,Bolarum,Ark Homes,48.0,1090 ,1090 ,,Owner,2 ,2 
1319,53,Independent House,Balapur Basthi,,65.0,1500 ,1500 ,,Owner,4 ,2 
1320,53,Independent House,Virat Nagar,Virat Nagar,75.0,747 ,747 ,,Owner,2 ,2 
1321,53,Residential Apartment,Ramchandrapuram,"VLR Residency, Sai Colony",32.0,784 ,784 ,,Owner,2 ,2 
1322,53,Independent House,near muniza masjid metro city phase 4 balapur,metrocity phase 4 balapur,65.0,1500 ,1500 ,,Owner,4 ,2 
1323,53,Residential land / Plot,Aziz Nagar,,0.0,134600 ,134600 ,2021-08-08,Owner,0,0
1324,53,Residential Apartment,Upparpally,Janapriya Utopia,65.0,1370 ,1370 ,2021-08-08,Owner,3 ,3 
1325,54,Residential Apartment,Hi-Tech City,Cybercity Marina Skies,160.0,2000 ,2000 ,2021-08-08,Owner,3 ,3 
1326,54,Residential land / Plot,TurkaYamjal,,70.0,1575 ,1575 ,2021-08-08,Owner,0,0
1327,54,Residential Apartment,Medchal,Pragati NJR KLRs Nagar,48.0,1312 ,1312 ,2021-08-08,Owner,2 ,2 
1328,54,Residential Apartment,Mayuri Nagar,Prajapati Elite Phase 1,72.0,1105 ,1105 ,2021-08-08,Owner,2 ,2 
1329,54,Residential land / Plot,Kothur,,88.0,6300 ,6300 ,2021-08-08,Owner,0,0
1330,54,,Aushapur,,80.0,1600 ,1600 ,2021-08-08,Owner,3 ,3 
1331,54,Residential land / Plot,Shaikpet,,374.0,3366 ,3366 ,2021-08-08,Owner,0,0
1332,54,Independent House,Chaderghat,,114.0,1026 ,1026 ,2021-08-08,Owner,2 ,2 
1333,54,Residential Apartment,Brahmanwadi,"Solanki Gulmohar Apts, Brahmanwadi, Begumpet",90.0,1567 ,1567 ,2021-08-08,Owner,3 ,3 
1334,54,Residential land / Plot,Gajulramaram,,125.0,1800 ,1800 ,2021-08-08,Owner,0,0
1335,54,Residential Apartment,Basheer Bagh,heera towers,120.0,1672 ,1672 ,2021-08-08,Owner,3 ,3 
1336,54,Residential Apartment,Shalivahana Nagar,JP Heights,46.0,870 ,870 ,2021-08-08,Owner,2 ,2 
1337,54,Residential land / Plot,Ankushapur,,150.0,2700 ,2700 ,2021-08-08,Owner,0,0
1338,54,Residential Apartment,Moosapet,Cybercity Marina Skies,99.0,1160 ,1160 ,2021-08-08,Owner,2 ,2 
1339,54,Residential land / Plot,Boduppal,,75.0,1350 ,1350 ,2021-08-08,Owner,0,0
1340,54,Residential Apartment,Tellapur,Honer Vivantis,90.0,1290 ,1290 ,2021-08-08,Owner,2 ,2 
1341,54,Residential Apartment,Kukatpally housing board colony,"Tejaswitower,Phase 6, KSBakers lane,forum mall",75.0,1200 ,1200 ,2021-08-08,Owner,2 ,2 
1342,54,Residential land / Plot,rachalur,,96.0,77597 ,77597 ,2021-08-08,Owner,0,0
1343,54,Residential Apartment,Ahmed colony,al waha appartment,47.0,1850 ,1850 ,2021-08-08,Owner,4 ,2 
1344,54,Residential Apartment,Narapally,Venkatadri Hights,53.0,1085 ,1085 ,2021-08-08,Owner,2 ,2 
1345,54,Residential Apartment,Vanasthalipuram,Rainbow Heights,52.0,1000 ,1000 ,2021-08-08,Owner,2 ,2 
1346,54,Residential Apartment,Pragathi Enclave,Classic Avenue,55.0,1060 ,1060 ,2021-08-08,Owner,2 ,2 
1347,54,Residential Apartment,Old Bowenpally,sb constructions,67.5,1405 ,1405 ,2021-08-08,Owner,3 ,3 
1348,54,Residential Apartment,Dilsukh Nagar,Pranav Enclave,26.0,554 ,554 ,2021-08-08,Owner,1 ,0
1349,54,Independent House,Near Red Tank,C-266,230.0,2403 ,2403 ,2021-08-08,Owner,3 ,3 
1350,55,Independent House,Nadargul,,33.0,141 ,141 ,2021-08-08,Owner,1 ,0
1351,55,,Maheshwaram,,160.0,43560 ,43560 ,2021-08-08,Owner,0,0
1352,55,Residential Apartment,Dilsukhnagar,Pranav Enclave,26.0,554 ,554 ,2021-08-08,Owner,1 ,2 
1353,55,Residential Apartment,Aditya Nagar,Adams colony aditya nagar,80.0,1560 ,1560 ,2021-08-08,Owner,4 ,3 
1354,55,Residential Apartment,Prashanthi Hills,prashant hills,140.0,1665 ,1665 ,2021-08-08,Owner,3 ,3 
1355,55,Residential land / Plot,Ghatkesar,,55.2,2160 ,2160 ,2021-08-08,Owner,0,0
1356,55,Residential Apartment,Uppal,Bhagya Lakshmi Apartment ,75.0,1590 ,1590 ,2021-08-08,Owner,3 ,3 
1357,55,Residential land / Plot,"nagole,bandlaguda,tatianaram",,66.8,167 ,167 ,2021-08-08,Owner,0,0
1358,55,,Swarnapuri Colony II,,86.0,1900 ,1900 ,2021-08-08,Owner,3 ,3 
1359,55,Residential land / Plot,Borabanda,,80.0,900 ,900 ,2021-08-07,Owner,0,0
1360,55,Independent House,"Ayyapa Society, Colony, Dammaiguda",,0.0,1386 ,1386 ,2021-08-07,Owner,2 ,2 
1361,55,Residential Apartment,Mehdipatnam,Reliance Kohinoor,90.0,1606 ,1606 ,2021-08-07,Owner,3 ,3 
1362,55,Residential land / Plot,Srisailam Highway,Elite City,20.0,267 ,267 ,2021-08-07,Owner,0,0
1363,55,Residential Apartment,Upparpally,Viceroy Sapphire Block-1,120.0,3000 ,3000 ,2021-08-07,Owner,5 ,4 
1364,55,Residential Apartment,Ameerpet,Samyukta tranquilla,115.0,1627 ,1627 ,2021-08-07,Owner,3 ,3 
1365,55,Residential Apartment,Adarsh Nagar,Adarsh Vihar Apartments,140.0,1925 ,1925 ,2021-08-07,Owner,4 ,3 
1366,55,Residential land / Plot,Timarpur,,80.0,4180 ,4180 ,2021-08-07,Owner,0,0
1367,55,Residential land / Plot,Aushapur,Sri Jagathswapna Sparkle Meadows,28.0,2160 ,2160 ,2021-08-07,Owner,0,0
1368,55,Residential land / Plot,Shadnagar,,9.0,190 ,190 ,2021-08-07,Owner,0,0
1369,55,Residential land / Plot,Pulimamidi,Janachaitanya,34.16,2196 ,2196 ,2021-08-07,Owner,0,0
1370,55,Independent House,"Bhavani Colony, street no. 1,plot no. 31",Bandlaguda jagir,133.0,2400 ,2400 ,2021-08-07,Owner,4 ,4 
1371,55,,Bhongir,"Open Plots ,Bhongiri",30.0,1800 ,1800 ,2021-08-07,Owner,0,0
1372,55,Residential Apartment,Galaxy,Sree Mahitha Golden Galaxy,90.0,1350 ,1350 ,2021-08-07,Owner,3 ,3 
1373,55,Residential land / Plot,Shad nagar,,15.0,185 ,185 ,2021-08-06,Owner,0,0
1374,55,Residential Apartment,Bandari Layout,Sasi Kala Residency,48.0,1090 ,1090 ,2021-08-06,Owner,2 ,2 
1375,56,,"Indra Reddy Nagar, Bandlaguda Jagir, Appa Junction",,0.0,1080 ,1080 ,2021-08-06,Owner,2 ,0
1376,56,Residential land / Plot,Janachaitanya Colony,,0.0,1962 ,1962 ,2021-08-06,Owner,0,0
1377,56,Residential land / Plot,Rudraram,,40.0,1076 ,1076 ,2021-08-06,Owner,0,0
1378,56,Independent House,Medchal,,0.0,1080 ,1080 ,2021-08-06,Owner,5 ,5 
1379,56,,Shanthi Sree Nagar Colony Ameenpur,,50.0,1350 ,1350 ,2021-08-06,Owner,2 ,2 
1380,56,Residential land / Plot,Siddapur,,5.5,900 ,900 ,2021-08-06,Owner,0,0
1381,56,Independent House,Kishan bagh,,140.0,2583 ,2583 ,2021-08-06,Owner,4 ,5 
1382,56,Independent House,Attapur,,110.0,864 ,864 ,2021-08-06,Owner,2 ,2 
1383,56,Residential land / Plot,Pedda Golconda,,48.3,3105 ,3105 ,2021-08-06,Owner,0,0
1384,56,Independent House,Dullapally,Silver Leaf,196.0,1800 ,1800 ,2021-08-06,Owner,3 ,4 
1385,56,Residential land / Plot,Pedda Mangalaram,,33.5,2412 ,2412 ,2021-08-06,Owner,0,0
1386,56,Independent House,Asbestos Hills Colony IDA Kukatpally,Asbestos Colony,90.0,1080 ,1080 ,2021-08-06,Owner,3 ,2 
1387,56,Independent House,Sun City,Vishnu Nivas,420.0,2700 ,2700 ,2021-08-06,Owner,0 ,9 
1388,56,Residential Apartment,"Srinivasa nagar colony, nizampet",On Request,50.0,1200 ,1200 ,2021-08-06,Owner,2 ,2 
1389,56,Residential land / Plot,Kothur,SuvarnaAvanis Golden Glory,9.0,1080 ,1080 ,2021-08-06,Owner,0,0
1390,56,Independent House,Kapra,,250.0,2394 ,2394 ,2021-08-06,Owner,7 ,7 
1391,56,,Kothapet,nul,96.0,1500 ,1500 ,2021-08-06,Owner,2 ,2 
1392,56,Independent House,Subhash Nagar,,125.0,1350 ,1350 ,2021-08-06,Owner,5 ,5 
1393,56,Independent House,Muttangi,,87.0,1260 ,1260 ,2021-08-06,Owner,4 ,5 
1394,56,Residential land / Plot,Pasumamula,,40.0,1395 ,1395 ,2021-08-06,Owner,0,0
1395,56,Residential land / Plot,Asif Nagar,,140.0,1224 ,1224 ,2021-08-06,Owner,0,0
1396,56,Residential land / Plot,phisalbanda,,68.0,1800 ,1800 ,2021-08-06,Owner,0,0
1397,56,Residential Apartment,Gachibowli,Aliens Space Station,130.0,2132 ,2132 ,2021-08-06,Owner,3 ,3 
1398,56,Residential land / Plot,Shad nagar,,15.0,1980 ,1980 ,2021-08-06,Owner,0,0
1399,56,Residential land / Plot,Shad nagar,,8.5,1080 ,1080 ,2021-08-06,Owner,0,0
1400,57,Independent House,Chintal,,0.0,1836 ,1836 ,2021-08-06,Owner,6 ,8 
1401,57,Residential land / Plot,Vanasthalipuram,,59.0,675 ,675 ,2021-08-06,Owner,0,0
1402,57,Independent House,Mailardevpally,BK PURAM,110.0,1350 ,1350 ,2021-08-06,Owner,5 ,4 
1403,57,Residential land / Plot,Suraram,,60.0,1278 ,1278 ,2021-08-06,Owner,0,0
1404,57,Independent House,HMT Swarnapuri Colony,,210.0,2700 ,2700 ,2021-08-06,Owner,0 ,2 
1405,57,Independent House,Shastripuram,kings villas,185.0,2640 ,2640 ,2021-08-06,Owner,5 ,7 
1406,57,Residential Apartment,Nanal Nagar,Avalon Apartments,130.0,1770 ,1770 ,2021-08-06,Owner,3 ,3 
1407,57,Independent House,Old Alwal,,350.0,5000 ,5000 ,2021-08-06,Owner,6 ,6 
1408,57,Residential land / Plot,Kothur,,60.0,3294 ,3294 ,2021-08-06,Owner,0,0
1409,57,Residential Apartment,Chandra Nagar,Skyline and Sterling Residency,150.0,2100 ,2100 ,2021-08-06,Owner,3 ,3 
1410,57,Residential Apartment,Defence Colony,Aditya Eden Park,145.0,2265 ,2265 ,2021-08-06,Owner,3 ,3 
1411,57,Residential land / Plot,Shastri Puram,,67.0,1800 ,1800 ,2021-08-06,Owner,0,0
1412,57,Residential land / Plot,ameenpur,,17.0,900 ,900 ,2021-08-06,Owner,0,0
1413,57,Residential land / Plot,Kothur,suvarna sampda vahini\'s suvarna sampada,13.3,1197 ,1197 ,2021-08-06,Owner,0,0
1414,57,Independent House,langar house parallel road to Banjara Hills Road no 12,,0.0,2205 ,2205 ,2021-08-06,Owner,4 ,2 
1415,57,Independent House,Walker Town,,325.0,2808 ,2808 ,2021-08-06,Owner,5 ,3 
1416,57,Residential Apartment,Vivekanand Nagar,Aditya Empress Heights,125.0,1760 ,1760 ,2021-08-05,Owner,3 ,3 
1417,57,Residential land / Plot,"Ghatupally, Maheswaram",,32.5,2250 ,2250 ,2021-08-05,Owner,0,0
1418,57,Residential land / Plot,"Kothur, mamidipally",Spoorthy fortune,25.0,400 ,400 ,2021-08-05,Owner,0,0
1419,57,Independent House,Venkatraya Nagar,,0.0,1170 ,1170 ,2021-08-05,Owner,2 ,2 
1420,57,Residential Apartment,Kphb-Gajularamaram Rd,SAILASREE RESIDENCY,39.0,950 ,950 ,2021-08-05,Owner,2 ,2 
1421,57,Residential Apartment,Mayuri Nagar,ARK Towers,108.0,1790 ,1790 ,2021-08-05,Owner,3 ,3 
1422,57,,Sangareddy,Siddhivinayaka,0.0,111510 ,111510 ,2021-08-05,Owner,1 ,5 
1423,57,Residential Apartment,Bahadurpura,Wanhar Residency,19.99,789 ,789 ,2021-08-05,Owner,2 ,2 
1424,57,Residential land / Plot,"Nallagandla HUDA Layout , Lingampally",,0.0,1449 ,1449 ,2021-08-05,Owner,0,0
1425,58,Residential Apartment,Bollaram,Vb city by incor,39.9,870 ,870 ,2021-08-05,Owner,2 ,2 
1426,58,Residential Apartment,Mallika Arjun Nagar,Sai Aakruthi Township,56.0,1130 ,1130 ,2021-08-05,Owner,2 ,2 
1427,58,Independent House,Malkajgiri,,0.0,2700 ,2700 ,2021-08-05,Owner,6 ,5 
1428,58,Residential Apartment,Sayeedabad Colony,Madina Enclave,85.6,2065 ,2065 ,2021-08-05,Owner,4 ,4 
1429,58,Independent House,Bolarum,Alluri Constructions,185.0,2205 ,2205 ,2021-08-05,Owner,4 ,6 
1430,58,Residential Apartment,Mayuri Nagar,SLN Mayuri Meadows,62.0,1160 ,1160 ,2021-08-05,Owner,2 ,2 
1431,58,Residential land / Plot,Shadnagar,Land ,156.0,87120 ,87120 ,2021-08-05,Owner,0,0
1432,58,Residential land / Plot,Near Bypass road towards Hyd road,,0.0,1800 ,1800 ,2021-08-05,Owner,0,0
1433,58,Residential Apartment,Rajendra Nagar,Provident Kenworth,51.0,615 ,615 ,2021-08-05,Owner,1 ,0
1434,58,Residential land / Plot,Bahadurpally,,73.0,2500 ,2500 ,2021-08-05,Owner,0,0
1435,58,Residential Apartment,Khajaguda,Carlton Creek,85.0,1053 ,1053 ,2021-08-05,Owner,2 ,2 
1436,58,Residential land / Plot,lemoor,,25.8,1800 ,1800 ,2021-08-05,Owner,0,0
1437,58,Residential land / Plot,miyapur,,155.0,1557 ,1557 ,2021-08-05,Owner,0,0
1438,58,Residential land / Plot,Ameenpur,Individual land,350.0,1 ,1 ,2021-08-05,Owner,0,0
1439,58,,SV Nagar,,30.0,750 ,750 ,2021-08-05,Owner,2 ,2 
1440,58,Residential land / Plot,Yadagirigutta,KP Infraa Developerrs,21.0,1980 ,1980 ,2021-08-05,Owner,0,0
1441,58,Residential Apartment,Narsingi,NCC Urban One,197.0,2631 ,2631 ,2021-08-05,Owner,4 ,4 
1442,58,Residential land / Plot,kodangal,,2.5,43560 ,43560 ,2021-08-05,Owner,0,0
1443,58,Residential land / Plot,Kalwakurthy,,6.0,150 ,150 ,2021-08-05,Owner,0,0
1444,58,,Vasanth Nagar Colony,"813, Road no. 25, ",285.0,1850 ,1850 ,2021-08-05,Owner,3 ,3 
1445,58,,Banjara hills,,270.0,2600 ,2600 ,2021-08-05,Owner,5 ,4 
1446,58,Residential land / Plot,"SJB HILLS (NEAR RENUKA ELLAMMA TEMPLE), Bachupally",ASR BRINDAVAN COLONY,75.0,1350 ,1350 ,2021-08-05,Owner,0,0
1447,58,Independent House,LB Nagar,,0.0,3600 ,3600 ,2021-08-05,Owner,3 ,3 
1448,58,,Bharat Nagar,,105.0,1000 ,1000 ,2021-08-05,Owner,2 ,2 
1449,58,Residential land / Plot,Shadnagar,,15.0,2349 ,2349 ,2021-08-05,Owner,0,0
1450,59,Independent House,Vivekananda Colony,santosh nagar cooperative society,425.0,3123 ,3123 ,2021-08-05,Owner,8 ,6 
1451,59,Residential land / Plot,khanapur,,63.0,1620 ,1620 ,2021-08-05,Owner,0,0
1452,59,Residential land / Plot,Khanapur,,63.0,1629 ,1629 ,2021-08-05,Owner,0,0
1453,59,Residential land / Plot,Hydershah kote,,126.0,1800 ,1800 ,2021-08-05,Owner,0,0
1454,59,Residential Apartment,Bapu Bagh Colony,Balaji Nivas apartment,253.0,2400 ,2400 ,2021-08-04,Owner,4 ,4 
1455,59,Residential Apartment,YousufGuda,Pranag,180.0,2043 ,2043 ,2021-08-04,Owner,1 ,0
1456,59,Independent House,Maheshwaram,,235.0,12 ,12 ,2021-08-04,Owner,3 ,3 
1457,59,Independent House,Ameenpure,,155.0,1413 ,1413 ,2021-08-04,Owner,4 ,6 
1458,59,Residential land / Plot,Bhongir,,27.0,1494 ,1494 ,2021-08-04,Owner,0,0
1459,59,Residential Apartment,Vijaya Nagar Colony,Concrete Harmony,140.0,2125 ,2125 ,2021-08-04,Owner,3 ,3 
1460,59,Residential Apartment,Pocharam,Emerald Heights Hyderabad,69.17,1895 ,1895 ,2021-08-04,Owner,3 ,3 
1461,59,,Borabanda,,135.0,112 ,112 ,2021-08-04,Owner,6 ,6 
1462,59,Residential land / Plot,"Vidyanagar Colony, Chandanagar",,120.0,1350 ,1350 ,2021-08-04,Owner,0,0
1463,59,Residential Apartment,Chandanagar,Infocity Eyrie,81.28,1385 ,1385 ,2021-08-04,Owner,2 ,2 
1464,59,Independent House,Panjagutta,Saibaba Temple,750.0,4230 ,4230 ,2021-08-04,Owner,3 ,2 
1465,59,Independent House,Edi Bazaar,,70.0,900 ,900 ,2021-08-04,Owner,5 ,5 
1466,59,Residential land / Plot,Patancheru,Green Walk,42.35,7623 ,7623 ,2021-08-04,Owner,0,0
1467,59,Independent House,Prem Nagar,,325.0,1710 ,1710 ,2021-08-04,Owner,6 ,6 
